IMO#,NAME,TYPE,GT,LDT,BUILT,FLAG,FLAG PRIOR LAST VOYAGE,BENEFICIAL OWNER,BO COUNTRY,COMMERCIAL OPERATOR,REGISTERED OWNER,RO COUNTRY,PLACE,COUNTRY,ARRIVAL ,Unnamed: 16,"*The data gathered by the NGO Shipbreaking Platform is sourced from different outlets and stakeholders, and is cross-checked whenever possible.
8215065.0,MISR GULF V,Offshore Tug/Supply Ship,936.0,0.0,1983.0,Egypt,,MISR Gulf Shipping & Offshore,Egypt,Misr Gulf Shipping & Offshore,Misr Gulf Shipping & Offshore,Egypt,Unknown,Unknown,2024-04-01,,
8211576.0,HERMES,Anchor Handling Tug Supply,2322.0,0.0,1983.0,Cyprus,,Alfons Hakans AS,Estonia,Alfons Hakans AS,Alfons Hakans AS,Estonia,Liepaja,Latvia,2024-02-01,,
8320585.0,ATLA,Refrigerated Cargo Ship,3402.0,0.0,1985.0,Palau,,Norfos Shipping Ltd,Estonia,Tambels Ltd-BZE,Tambels Ltd-BZE,Belize,Aliaga,Turkey,2024-07-01,,
7385112.0,FERN,"FSO, Oil",153124.0,41716.0,1979.0,St Kitts & Nevis,Gabon,Perenco SA,France,Perenco Oil & Gas Gabon SA,Perenco Oil & Gas Gabon SA,Gabon,Chittagong,Bangladesh,2024-06-01,,
4544913.0,JEAN DE VIENNE,Frigate,,4500.0,1984.0,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Bassens,France,2024-01-01,,
4544860.0,CASSARD,Frigate,,4500.0,1988.0,France,,France Govt,France,France Govt Marine Nationale,France Govt Marine Nationale,France,Bassens,France,2024-02-01,,
9183271.0,ION,Shuttle Tanker,80086.0,23236.0,2000.0,St Kitts & Nevis,Cameroon,FTL Shipmanagement Co Ltd,Georgia,Sorni Shipping Co Ltd,Sorni Shipping Co Ltd,Seychelles,Chittagong,Bangladesh,2024-10-01,,
8222185.0,HAITHABU,General Cargo Ship,1372.0,734.0,1984.0,Cyprus,,Jeske L,Germany,Shipping Inside GmbH & Co KG,Shipping Inside GmbH & Co KG,Germany,Grenaa,Denmark,2024-09-01,,
8124503.0,SIRIUS,Products Tanker,676.0,444.0,1982.0,Germany,,Broring Beteiligungs mbH,Germany,BOT Broering Oil Trans GmbH,BOT Broering Oil Trans GmbH,Germany,Esbjerg,Denmark,2024-12-01,,
9063988.0,BORD,Container Ship (Fully Cellular),10736.0,5723.0,1993.0,St Kitts & Nevis,Antigua & Barbuda,Navalis Shipping GmbH & Co KG,Germany,Tom Worden GmbH & Co KG,Spirit of Africa Shipping Co,Antigua & Barbuda,Alang,India,2024-06-01,,
9015216.0,STREAM,Refrigerated Cargo Ship,13049.0,7630.0,1992.0,Bahamas,,Chartworld Shipping Corp,Greece,Chartworld Shipping Corp,Papigo Shipping Corp,Marshall Islands,Alang,India,2024-06-01,,
9192765.0,AQUILA,Chemical/Products Tanker,23843.0,8084.0,1999.0,Panama,,Simplicity Enterprises Inc,Greece,Roswell Tankers Corp,Aquila Marine Inc,Liberia,Alang,India,2024-09-01,,
7402465.0,AFTHONIA V,Yacht,1293.0,0.0,1975.0,Togo,Panama,SSH Maritime Management Ltd,Greece,SSH Maritime Management Ltd,Sea Fleurs Ltd,British Virgin Islands,Aliaga,Turkey,2024-02-01,,
9235622.0,CONTSHIP PRO,Container Ship (Fully Cellular),9528.0,4852.0,2003.0,Liberia,,Contships Management Inc,Greece,CMA CGM SA The French Line,Rosehill Shipholding Inc,Liberia,Aliaga,Turkey,2024-03-01,,
7525592.0,DIAA,General Cargo Ship,2551.0,0.0,1977.0,Comoros,,Romarine Europe Ltd,Greece,Romarine Europe Ltd,Usta Shipping Co,Liberia,Aliaga,Turkey,2024-07-01,,
6724713.0,ISTOS X,Platform Supply Ship,590.0,0.0,1967.0,Greece,,Spanopoulos Group SA,Greece,Ignatios Spanopoulos SA,Christos XXXII Spanopoulos,Greece,Aliaga,Turkey,2024-09-01,,
8523357.0,TITAN,Tug,481.0,0.0,1984.0,Greece,,Gigilinis Shipping Group,Greece,Gigilinis Salvage & Towage,Thisseas Shipping,Greece,Aliaga,Turkey,2024-09-01,,
7414286.0,PROMITHEAS,Chemical Tanker,2117.0,1244.0,1975.0,Togo,Greece,Demotank Shipping,Greece,Demotank Shipping,Demotank Shipping,Greece,Aliaga,Turkey,2024-11-01,,
7612668.0,LEN,General Cargo Ship,1769.0,0.0,1977.0,Togo,Greece,Kagiafas Marine Co,Greece,El Greco Maritime Co,El Greco Maritime Co,Netherlands,Aliaga,Turkey,2024-12-01,,
9007350.0,BOS LINA,General Cargo Ship,7989.0,3287.0,1991.0,Togo,,BOS Shipping SA,Honduras,BOS Shipping SA,Voyager Bulkers SA,Liberia,Gadani,Pakistan,2024-04-01,,
9097056.0,HONG YING,Refrigerated Cargo Ship,2383.0,1568.0,1984.0,Mongolia,Panama,Hai Ling Shipping Hong Kong,Hong Kong,Hai Ling Shipping Hong Kong,Hai Ling Shipping Hong Kong,Hong Kong,Chittagong,Bangladesh,2024-05-01,,
9037214.0,YUA,Container Ship (Fully Cellular),7167.0,4476.0,1994.0,St Kitts & Nevis,Hong Kong,Grandfame Ship Management Ltd,Hong Kong,Jipeng Fuzhou Ship Management,Jiyuan Shipping Ltd-HKG,Hong Kong,Chittagong,Bangladesh,2024-06-01,,
9187435.0,INDU,Crude Oil Tanker,57925.0,16696.0,1999.0,Comoros,Belize,Ushba Shipping Ltd,Hong Kong,Ushba Shipping Ltd,Ushba Shipping Ltd,Hong Kong,Chittagong,Bangladesh,2024-08-01,,
9120059.0,RINCE,Bulk Carrier,36559.0,9214.0,1996.0,St Kitts & Nevis,Panama,LT Princess Shipping Co Ltd,Hong Kong,LT Princess Shipping Co Ltd,LT Princess Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh,2024-11-01,,
9016923.0,KEL,Chemical/Products Tanker,5677.0,3535.0,1994.0,St Kitts & Nevis,Sierra Leone,Elay Marine Ltd,Hong Kong,Elay Marine Ltd,Elay Marine Ltd,Hong Kong,Alang,India,2024-05-01,,
9079145.0,TUNE,Bulk Carrier,37550.0,9987.0,1994.0,St Kitts & Nevis,Sierra Leone,YH Princess Shipping Co Ltd,Hong Kong,YH Princess Shipping Co Ltd,YH Princess Shipping Co Ltd,Hong Kong,Gadani,Pakistan,2024-01-01,,
7728601.0,JON KJARTANSSON,Fishing Vessel,1693.0,0.0,1978.0,Iceland,,Eskja hf,Iceland,Eskja hf,Eskja hf,Iceland,Esbjerg,Denmark,2024-05-01,,
9211688.0,ISLEIFUR,Fishing Vessel,2000.0,0.0,2000.0,Iceland,,Vinnslustodin hf,Iceland,Vinnslustodin hf,Vinnslustodin hf,Iceland,Esbjerg,Denmark,2024-10-01,,
9207326.0,ISL STAR,Bulk Carrier,38835.0,10177.0,1999.0,Liberia,,TM International Logistics Ltd,India,International Shpg & Logistics,International Shpg & Logistics,United Arab Emirates,Chittagong,Bangladesh,2024-03-01,,
9170432.0,SWARAJYA,Products Tanker,21827.0,8542.0,1998.0,St Kitts & Nevis,India,Shipping Corp of India Ltd,India,Shipping Corp of India Ltd,Shipping Corp of India Ltd,India,Chittagong,Bangladesh,2024-04-01,,
9128817.0,APJ MAHAKALI,Bulk Carrier,36559.0,9126.0,1996.0,India,,Apeejay Shipping Ltd,India,Apeejay Shipping Ltd,Apeejay Shipping Ltd,India,Chittagong,Bangladesh,2024-07-01,,
9213301.0,RADA,Crude Oil Tanker,62385.0,18860.0,2001.0,St Kitts & Nevis,Cameroon,Darya Shipping Pvt Ltd,India,Darya Shipping Pvt Ltd,Aegean Shipping Corp,Panama,Chittagong,Bangladesh,2024-10-01,,
8845494.0,NAND RAJGADI,General Cargo Ship,1491.0,796.0,1991.0,India,,Essar Shipping Ltd,India,Arkay Logistics Ltd,Arkay Logistics Ltd,India,Alang,India,2024-02-01,,
9172284.0,DARK KNIGHT,Anchor Handling Tug Supply,2599.0,2606.0,1998.0,Palau,India,Hind Offshore Pvt Ltd,India,Hind Offshore Pvt Ltd,Hind Offshore Pvt Ltd,India,Alang,India,2024-04-01,,
8755508.0,TAHARA,"Production Platform, semi submersible",12286.0,9445.0,1973.0,St Kitts & Nevis,Liberia,Aban Offshore Ltd,India,Aban Offshore Ltd,Aban Offshore Ltd,India,Alang,India,2024-05-01,,
9033751.0,DUTA 1,Ro-Ro Cargo Ship,16350.0,5913.0,1991.0,Indonesia,,Repindo Jagad Raya PT,Indonesia,Duta Shipping International PT,Duta Shipping International PT,Indonesia,Chittagong,Bangladesh,2024-01-01,,
8912730.0,P DELTA,Container Ship (Fully Cellular),9601.0,5256.0,1993.0,St Kitts & Nevis,,Caraka Tirta Perkasa PT,Indonesia,Caraka Tirta Perkasa PT,Caraka Tirta Perkasa PT,Indonesia,Chittagong,Bangladesh,2024-01-01,,
9045431.0,JOHN C,Products Tanker,12317.0,4759.0,1993.0,Comoros,Indonesia,Atamimi Group of Companies,Indonesia,Atamimi Group of Companies,Atamimi Group of Companies,Indonesia,Chittagong,Bangladesh,2024-02-01,,
9014092.0,MEDAN 2,Container Ship (Fully Cellular),17610.0,7291.0,1991.0,Comoros,Indonesia,Meratus Line PT,Indonesia,Meratus Line PT,Meratus Line PT,Indonesia,Chittagong,Bangladesh,2024-04-01,,
8220125.0,TITAN,Limestone Carrier,15631.0,0.0,1983.0,Comoros,Tuvalu,Indobaruna Bulk Transport PT,Indonesia,Indobaruna Bulk Transport PT,Indobaruna Bulk Transport PT,Indonesia,Chittagong,Bangladesh,2024-05-01,,
9123128.0,NARESWAR,Bulk Carrier,38232.0,10308.0,1996.0,St Kitts & Nevis,Indonesia,Andhika Lines,Indonesia,Andhika Lines,Indah Bima Prima,Indonesia,Chittagong,Bangladesh,2024-07-01,,
9060534.0,SURYA A,LNG Tanker,20519.0,8168.0,1996.0,Niue,Bahamas,Humpuss Intermoda PT,Indonesia,Humpuss Intermoda PT,MCGC International,Bahamas,Chittagong,Bangladesh,2024-09-01,,
9031727.0,ARMADA SEJATI,Container Ship (Fully Cellular),6093.0,3322.0,1991.0,Indonesia,,Salam Pacific Indonesia Lines,Indonesia,Salam Pacific Indonesia Lines,Salam Pacific Indonesia Lines,Indonesia,Chittagong,Bangladesh,2024-12-01,,
9062702.0,ELIN,Chemical Tanker,10911.0,5270.0,1993.0,St Kitts & Nevis,Indonesia,Waruna Nusa Sentana PT,Indonesia,Waruna Nusa Sentana PT,Waruna Nusa Sentana PT,Indonesia,Alang,India,2024-11-01,,
9168582.0,TANTO,Container Ship (Fully Cellular),8612.0,4218.0,1998.0,St Kitts & Nevis,Indonesia,Tanto Intim Line PT,Indonesia,Tanto Intim Line PT,Tanto Intim Line PT,Indonesia,Alang,India,2024-12-01,,
8908246.0,GAS PATRA,LPG Tanker,3478.0,2269.0,1990.0,Indonesia,,PERTAMINA Trans Kontinental,Indonesia,Pertamina Trans Kontinental,Pertamina Trans Kontinental,Indonesia,"Unknown Shipbreakers, Indonesi",Indonesia,2024-10-01,,
9018244.0,MERATUS SIBOLGA,General Cargo Ship,3256.0,1340.0,1993.0,Indonesia,,Meratus Line PT,Indonesia,Meratus Line PT,Meratus Line PT,Indonesia,"Unknown Shipbreakers, Indonesi",Indonesia,2024-11-01,,
7379802.0,ISLAND,"FSO, Oil",151766.0,40354.0,1975.0,St Kitts & Nevis,Panama,National Iranian Oil Company (NOIC),Iran,National Iranian Oil Company (NOIC),National Iranian Oil Company (NOIC),Iran,Chittagong,Bangladesh,2024-04-01,,
8119326.0,CIARA,Patrol Vessel,763.0,0.0,1984.0,Irish Republic,,Ireland Govt,Irish Republic,Ireland Govt,Ireland Govt Defence,Irish Republic,Ghent,Belgium,2024-01-01,,
8119338.0,ORLA,Patrol Vessel,712.0,0.0,1985.0,Irish Republic,,Ireland Govt,Irish Republic,Ireland Govt,Ireland Govt Defence,Irish Republic,Ghent,Belgium,2024-04-01,,
8208141.0,EITHNE,Patrol Vessel,1490.0,1915.0,1984.0,Irish Republic,,Ireland Govt,Irish Republic,Ireland Govt,Ireland Govt Defence,Irish Republic,Ghent,Belgium,2024-06-01,,
8828226.0,VICTORIA,Passenger Ship,571.0,0.0,1985.0,Israel,,Gal Yam Marine Works Ltd,Israel,Gal Yam Marine Works Ltd,Gal Yam Marine Works Ltd,Israel,Aliaga,Turkey,2024-09-01,,
7036137.0,IMIT,Anchor Handling Tug Supply,556.0,0.0,1970.0,Togo,Greece,Scafi Navigazione SpA,Italy,Med Tugs,Alpha Force Shipping Co,Greece,Aliaga,Turkey,2024-01-01,,
4569042.0,BERSAGLIERE,Frigate,,2525.0,1995.0,Italy,,Italy Govt,Italy,Italy Govt Navy,Italy Govt Navy,Italy,Aliaga,Turkey,2024-03-01,,
4568945.0,MAESTRALE,Frigate,,3251.0,1982.0,Italy,,Italy Govt,Italy,Italy Govt Navy,Italy Govt Navy,Italy,Aliaga,Turkey,2024-03-01,,
4568971.0,SCIROCCO,Frigate,,3251.0,1983.0,Italy,,Italy Govt,Italy,Italy Govt Navy,Italy Govt Navy,Italy,Aliaga,Turkey,2024-03-01,,
7360605.0,MOBY VINCENT,Passenger/Ro-Ro Ship (Vehicles),12187.0,5479.0,1974.0,Italy,,Moby SpA,Italy,Moby SpA,Moby SpA,Italy,Aliaga,Turkey,2024-04-01,,
7360617.0,SARDINIA VERA,Passenger/Ro-Ro Ship (Vehicles),12107.0,0.0,1975.0,Italy,,Tourship Group,Italy,Corsica Ferries SAS,Tita Two Srl,Italy,Aliaga,Turkey,2024-05-01,,
8766284.0,AMT MARINER,"Deck Cargo Pontoon, semi submersible",4250.0,0.0,1977.0,Italy,,Piombino Industrie Marittime,Italy,Genoa Ship Management Srl,Piombino Industrie Marittime,Italy,Aliaga,Turkey,2024-08-01,,
6900654.0,MOBY ALE,Passenger/Ro-Ro Ship (Vehicles),2837.0,0.0,1969.0,Italy,,Moby SpA,Italy,Moby SpA,Moby SpA,Italy,Aliaga,Turkey,2024-10-01,,
7360681.0,MOBY BABY TWO,Passenger/Ro-Ro Ship (Vehicles),5225.0,0.0,1974.0,Italy,,Moby SpA,Italy,Moby SpA,Moby SpA,Italy,Aliaga,Turkey,2024-12-01,,
8401365.0,S MARU 5,Fishery Research Vessel,1786.0,1700.0,1983.0,Sao Tome & Principe,Japan,Kaiyo Engineering Co Ltd,Japan,Kaiyo Engineering Co Ltd,Kaiyo Engineering Co Ltd,Japan,Chittagong,Bangladesh,2024-04-01,,
9143764.0,GAKU,Vehicles Carrier,26503.0,7795.0,1997.0,Comoros,Japan,Fujitrans Corp,Japan,Fujitrans Corp,Fujitrans Corp,Japan,Chittagong,Bangladesh,2024-05-01,,
8700448.0,FERRY HAYATOMO-2,Passenger/Ro-Ro Ship (Vehicles),4238.0,4160.0,1987.0,St Kitts & Nevis,Japan,Ishizaki Kisen KK,Japan,Ishizaki Kisen KK,Ishizaki Kisen KK,Japan,Chittagong,Bangladesh,2024-08-01,,
9193680.0,MSC TIA II,Container Ship (Fully Cellular),23722.0,10611.0,1999.0,Liberia,,Komenaka Kaiun,Japan,MSC Mediterranean Shipping Co,Eurydice Oceanway Ltd,Liberia,Alang,India,2024-06-01,,
8922436.0,KUM SAN PHO 3,General Cargo Ship,1584.0,1000.0,1989.0,Korea (North),,Taedongmun Shipping Co Ltd,Korea (North),Taedongmun Shipping Co Ltd,Taedongmun Shipping Co Ltd,Korea (North),Unknown,Korea (North),2024-06-01,,
8361125.0,SAMBONG 3,Trailing Suction Hopper Dredger,3485.0,2570.0,1993.0,St Kitts & Nevis,Korea (South),Sambong Corp,Korea (South),Sambong Corp,Sambong Corp,Korea (South),Chittagong,Bangladesh,2024-01-01,,
9146663.0,SINOKOR HONGKONG,Container Ship (Fully Cellular),13151.0,5300.0,1996.0,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2024-04-01,,
9081021.0,SAWASDEE SINGAPORE,Container Ship (Fully Cellular),15707.0,7138.0,1995.0,Korea (South),,Sinokor Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Hansung Line Co Ltd,Korea (South),Chittagong,Bangladesh,2024-04-01,,
9160906.0,SINOKOR QINGDAO,Container Ship (Fully Cellular),9030.0,4735.0,1999.0,Korea (South),,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2024-04-01,,
9129005.0,HEUNG-A TOKYO,Container Ship (Fully Cellular),4914.0,2446.0,1996.0,Korea (South),,Heung-A Shipping Co Ltd,Korea (South),Heung A Line Co Ltd,Heung A Line Co Ltd,Korea (South),Chittagong,Bangladesh,2024-05-01,,
9104457.0,GNS HOPE,Bulk Carrier,36074.0,9812.0,1994.0,Korea (South),,GNS Seoul Co Ltd,Korea (South),GNS Seoul Co Ltd,GNS Seoul Co Ltd,Korea (South),Chittagong,Bangladesh,2024-05-01,,
9014121.0,DOOWOO,Container Ship (Fully Cellular),8616.0,0.0,1992.0,Comoros,Korea (South),Doowoo Shipping Corp,Korea (South),Doowoo Shipping Corp,Doowoo Shipping Corp,Korea (South),Chittagong,Bangladesh,2024-06-01,,
8502420.0,DRAGO,Cement Carrier,4695.0,2314.0,1986.0,Comoros,Korea (South),Ssangyong C&E Co Ltd,Korea (South),Ssangyong C&E Co Ltd,Ssangyong C&E Co Ltd,Korea (South),Chittagong,Bangladesh,2024-08-01,,
8506581.0,SOLA GRATIA,Cement Carrier,3199.0,2052.0,1985.0,Panama,,Shinsung Shipping Co Ltd,Korea (South),DLSM Co Ltd,Ezra Maritime SA,Panama,Chittagong,Bangladesh,2024-09-01,,
9152313.0,MS GAS,LPG Tanker,998.0,0.0,1996.0,Korea (South),,Myungshin Shipping Co Ltd,Korea (South),Myungshin Shipping Co Ltd,Hae Sung Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2024-10-01,,
7390179.0,CORAL,LNG Tanker,95016.0,30194.0,1979.0,Comoros,Marshall Islands,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Coral Energy 1 SA,Marshall Islands,Chittagong,Bangladesh,2024-12-01,,
9121613.0,HANA,Chemical/Products Tanker,1780.0,1260.0,1995.0,Comoros,Korea (South),Hana Marine Co Ltd,Korea (South),Hana Marine Co Ltd,Hana Marine Co Ltd,Korea (South),Alang,India,2024-05-01,,
9038816.0,SOVEREIGN,LNG Tanker,103764.0,30120.0,1994.0,St Kitts & Nevis,Korea (South),SK Shipping Co Ltd-KRS,Korea (South),SK Shipping Co Ltd-KRS,SK Shipping Co Ltd-KRS,Korea (South),Alang,India,2024-08-01,,
9063835.0,MUGUNGHWA NO. 18,Fishery Patrol Vessel,1592.0,0.0,1993.0,Korea (South),,Korea South Govt Oceans,Korea (South),South Sea Fisheries,Korea South Govt Oceans,Korea (South),Busan,Korea (South),2024-01-01,,
9080273.0,MOSHKARA,Bulk Carrier,55945.0,14348.0,1995.0,Comoros,Panama,Combined Group Rocks Co KSCC,Kuwait,Combined Group Rocks Co KSCC,Combined Group Rocks Co KSCC,Kuwait,Gadani,Pakistan,2024-08-01,,
8423155.0,SALDUS,Fishing Vessel,723.0,806.0,1985.0,Latvia,,North Star Ltd,Latvia,North Star Ltd,North Star Ltd,Latvia,Ulsteinvik,Norway,2024-10-01,,
8707721.0,DORADO,Fish Factory Ship,1943.0,0.0,1987.0,Guinea-Bissau,,Batterfisa Ltd,Latvia,Batterfisa Ltd,Batterfisa Ltd,Latvia,Aliaga,Turkey,2024-12-01,,
7392593.0,NEZHA,General Cargo Ship,2787.0,1571.0,1973.0,Comoros,,Cedar Marine Services SAL,Lebanon,Cedar Marine Services SAL,Nezha Shipping Co,Liberia,Alang,India,2024-06-01,,
8401523.0,PROFESSOR B,Container Ship (Fully Cellular),10733.0,5121.0,1984.0,Comoros,,Cedar Marine Services SAL,Lebanon,Cedar Marine Services SAL,Professor Shipping Co SA,Liberia,Alang,India,2024-06-01,,
8312708.0,CAPTAIN GHAITH,Bulk Carrier,20058.0,6956.0,1984.0,Comoros,Panama,Hiba Shipping Co,Lebanon,Hiba Shipping Co,Oranous Navigation Co SA,Panama,Gadani,Pakistan,2024-06-01,,
7396654.0,HABIBA M,General Cargo Ship,2627.0,1357.0,1975.0,Tanzania (Zanzibar),,Global Management & Trading,Lebanon,Manassa 2M Shipmanagement Co,Manessa Maritime SA,Honduras,Aliaga,Turkey,2024-01-01,,
7392608.0,ARROW S,General Cargo Ship,2765.0,0.0,1974.0,Togo,,Global Management & Trading,Lebanon,Global Management & Trading,Arrow Shipping Co SA,Honduras,Aliaga,Turkey,2024-03-01,,
7528556.0,PRINCESS M,General Cargo Ship,3622.0,2005.0,1977.0,Lebanon,,Global Management & Trading,Lebanon,Med Star Shipping Co SA,Med Star Shipping Co SA,Honduras,Aliaga,Turkey,2024-08-01,,
9143312.0,BOSS 7,General Cargo Ship,11478.0,4712.0,1996.0,Tanzania (Zanzibar),,Friends Shipping Co,Liberia,Friends Shipping Co,Friends Shipping Co,Liberia,Alang,India,2024-12-01,,
7922934.0,OSCAR I,General Cargo Ship,1996.0,1048.0,1981.0,Togo,,Shiptraco Ltd,Liberia,Shiptraco Ltd,Shiptraco Ltd,Liberia,Gadani,Pakistan,2024-03-01,,
9114464.0,URANUS J,Bulk Carrier,15757.0,5778.0,1995.0,Palau,,Uranus Nave Co Ltd,Liberia,Uranus Nave Co Ltd,Uranus Nave Co Ltd,Liberia,Gadani,Pakistan,2024-05-01,,
7218400.0,ONUR,General Cargo Ship,2229.0,1310.0,1972.0,Palau,,Natalie Marine Ltd,Liberia,Natalie Marine Ltd,Natalie Marine Ltd,Liberia,Aliaga,Turkey,2024-06-01,,
8503242.0,TOKACHI FROST,Refrigerated Cargo Ship,3936.0,2592.0,1985.0,Palau,,Ship Service Agency,Lithuania,Alpha Reefer Transport GmbH,Marenga Holdings Corp,Panama,Alang,India,2024-07-01,,
7814632.0,JUROS VILKAS,Fishing Vessel,604.0,558.0,1979.0,Unknown,Lithuania,Arctic Fishing,Lithuania,Arctic Fishing,Arctic Fishing,Lithuania,Liepaja,Latvia,2024-07-01,,
8210285.0,SOLARTE,Refrigerated Cargo Ship,3298.0,0.0,1982.0,Dominica,,Baltlanta JSC,Lithuania,Balsola UAB,Balsola UAB,Lithuania,Aliaga,Turkey,2024-12-01,,
9165449.0,MANIS 7,Container Ship (Fully Cellular),10384.0,5468.0,1999.0,Comoros,,MTT Shipping Sdn Bhd,Malaysia,MTT Shipping Sdn Bhd,MTT Shipping Tanjong Manis Sdn,Malaysia,Chittagong,Bangladesh,2024-02-01,,
9131060.0,GAP,Container Ship (Fully Cellular),8276.0,3837.0,1996.0,St Kitts & Nevis,Malaysia,MTT Shipping Sdn Bhd,Malaysia,MTT Shipping Sdn Bhd,MTT Shipping Sdn Bhd,Malaysia,Gadani,Pakistan,2024-02-01,,
9188788.0,JAL GAMINI,Crude Oil Tanker,81565.0,22572.0,2000.0,Tanzania (Zanzibar),Togo,Pamban Ltd,Marshall Islands,Brij Maritime Pvt Ltd,Pamban Ltd,Marshall Islands,Chittagong,Bangladesh,2024-04-01,,
7125811.0,EMPIRE PERSIA,Offshore Support Vessel,1680.0,0.0,1972.0,Unknown,Panama,Risdon Beazley Marine Ltd,Marshall Islands,Risdon Beazley Marine Ltd,Risdon Beazley Marine Ltd,Marshall Islands,Esbjerg,Denmark,2024-08-01,,
8860834.0,ALMUNTAZAH,Pollution Control Vessel,4510.0,3313.0,1992.0,Cameroon,,Deepblue SH Shipping Ltd,Marshall Islands,Deepblue SH Shipping Ltd,Deepblue SH Shipping Ltd,Marshall Islands,Alang,India,2024-10-01,,
8607658.0,SKYMOON KING,General Cargo Ship,2854.0,1240.0,1988.0,Cameroon,,Lucky 19 Shipping Ltd,Marshall Islands,Lucky 19 Shipping Ltd,Lucky 19 Shipping Ltd,Marshall Islands,Aliaga,Turkey,2024-05-01,,
8218380.0,SEALOCK,General Cargo Ship,1343.0,0.0,1985.0,Tanzania (Zanzibar),,Orca Shipping Corp,Marshall Islands,Orca Shipping Corp,Orca Shipping Corp,Marshall Islands,Aliaga,Turkey,2024-05-01,,
7514440.0,BARACUDA,General Cargo Ship,2196.0,0.0,1977.0,Togo,,Baracuda Shipping Inc,Marshall Islands,Baracuda Shipping Inc,Medus Shipping Ltd,Marshall Islands,Aliaga,Turkey,2024-07-01,,
7713175.0,OMAR TRADER,General Cargo Ship,3612.0,1800.0,1980.0,Comoros,,Regulus Shipping for Maritime,Marshall Islands,Regulus Shipping for Maritime,OMar Shipping Co Ltd,Marshall Islands,Aliaga,Turkey,2024-09-01,,
